refSeqname	GeneName	pos	.Lgr5+_FPKM	Lgr5-_FPKM
NM_008802	Pde7a	chr3:19125917-19211322	5.14045	16.3888
NM_001122759	Pde7a	chr3:19125917-19211322	0.772484	1.24303
NM_013755	Gyg	chr3:20021969-20054995	12.3451	16.1419
NM_001163387	Nlgn1	chr3:25330762-26230831	0	0
NM_027583	Spata16	chr3:26536552-26882134	0	0
NM_029150	Spata16	chr3:26536552-26882134	0	0
NM_001177625	Ect2	chr3:26996143-27052800	16.8668	6.16203
NM_007900	Ect2	chr3:26996143-27052800	0.020222	1.325
NM_001177626	Ect2	chr3:26996143-27052800	0.0882441	0.809655
NM_178772	Nceh1	chr3:27081925-27143833	3.99318	4.95783
NM_173182	Fndc3b	chr3:27315083-27609361	8.83515	5.15138
NM_001164437	Tmem212	chr3:27764986-27795290	0	0
NM_001164056	Pld1	chr3:27837601-28032284	4.66575	0.0645462
NM_008875	Pld1	chr3:27837601-28032284	14.9491	30.0573
NM_026517	Rpl22l1	chr3:28704432-28706337	0	2.4958
NM_007963	Mecom	chr3:29850217-29912126	7.57798	1.22344
NM_021442	Mecom	chr3:30135490-30408409	0	0
NM_027941	Lrrc34	chr3:30523188-30571353	0	0
NM_001165954	Phc3	chr3:30798216-30868337	10.5205	7.34784
NM_001165955	Phc3	chr3:30798216-30868337	0.00241309	0.0473696
NM_001165956	Phc3	chr3:30798216-30868337	0.00215805	0.0452427
NM_153421	Phc3	chr3:30798216-30868337	2.3022	3.07874
NM_008857	Prkci	chr3:30894692-30951662	14.4628	9.94485
NM_172861	Slc7a14	chr3:31101777-31209241	0	0.460994
NM_028231	Kcnmb2	chr3:31801624-32099102	0	0
NM_009517	Zmat3	chr3:32233715-32266360	1.4296	1.56029
NM_001195074	Kcnmb3	chr3:32371242-32390891	0	0
NM_025316	Ndufb5	chr3:32635984-32650481	19.5838	32.4335
NM_001013024	Usp13	chr3:32716547-32834179	0	0
NM_021483	Pex5l	chr3:32848552-33042004	0	0.00691722
NM_001163516	Pex5l	chr3:32848552-33042004	0	0.0597296
NM_001113188	Fxr1	chr3:33919000-33980248	2.42094	11.174
NM_001113189	Fxr1	chr3:33919000-33980248	8.08296	0.173873
NM_008053	Fxr1	chr3:33919000-33980248	1.32115	14.5174
NR_015580	Sox2ot	chr3:34459302-34576915	0	0
NM_178418	Ccdc144b	chr3:35858230-35952469	0	0
NM_019510	Trpc3	chr3:36519403-36589089	0	0
NM_172679	4932438A13Rik	chr3:36762027-36951955	7.76321	11.296
NM_001163511	Spata5	chr3:37319201-37478017	0.283526	0.878519
NM_021343	Spata5	chr3:37319201-37478017	2.71046	0.87087
NM_198657	Gm5148	chr3:37613111-37623282	12.2317	5.09983
NM_175515	Intu	chr3:40439688-40508662	1.75407	1.03532
NM_028140	Mfsd8	chr3:40622093-40650776	1.08931	5.36639
NM_001040399	Larp1b	chr3:40754552-40781715	8.49014	5.46381
NM_001130184	Phf17	chr3:41359655-41420786	2.55011	2.6579
NM_172303	Phf17	chr3:41359655-41420786	0.798754	0.82846
NM_001130185	Phf17	chr3:41359655-41420786	0.567649	0.603174
NM_001130186	Phf17	chr3:41359655-41420786	0.501886	0.919893
NM_001099785	D3Ertd751e	chr3:41546539-41562861	1.81388	1.9885
NM_027271	D3Ertd751e	chr3:41546539-41562861	0.00671771	0.109053
NM_028667	D3Ertd751e	chr3:41546539-41562861	0.238456	0.248072
NM_001098171	Pcdh10	chr3:45182319-45238501	0	0
NM_001098170	Pcdh10	chr3:45182319-45238501	0	0
NM_011990	Slc7a11	chr3:50168857-50247535	0.240449	0.101425
NM_023502	Elf2	chr3:51059586-51129909	53.2842	19.1322
NM_053089	Naa15	chr3:51219937-51279907	7.98692	12.8146
NM_001004176	Maml3	chr3:51491534-51908928	12.6954	6.53772
NM_175386	Lhfp	chr3:52845468-53065601	0	3.36972
NM_172862	Frem2	chr3:53317859-53461277	1.02101	0.380913
NR_038079	Gm2447	chr3:52543645-52580576	0	0
NM_016984	Trpc4	chr3:53960025-54122389	0	0
NM_001144988	Spg20	chr3:54916029-54941254	3.22198	9.50336
NM_144895	Spg20	chr3:54916029-54941254	0.0598567	0.0462646
NM_001144987	Spg20	chr3:54916029-54941254	0.447004	1.20623
NM_001111053	Dclk1	chr3:55046447-55342990	0.642489	0
NM_001195538	Dclk1	chr3:55046447-55342990	0.893444	0.0259127
NM_019978	Dclk1	chr3:55046447-55342990	0.613855	0.0262531
NM_001111051	Dclk1	chr3:55046447-55342990	0.332448	0.0853634
NM_001111052	Dclk1	chr3:55046447-55342990	0.162696	0.0579425
NM_001195539	Dclk1	chr3:55046447-55342990	0.262737	0.0957421
NM_133784	Wwtr1	chr3:57259565-57379832	0.727916	0.313609
NM_001168281	Wwtr1	chr3:57259565-57379832	0.102788	0.0275815
NM_011883	Rnf13	chr3:57539987-57639155	0.0592627	0.484063
NM_001113413	Rnf13	chr3:57539987-57639155	3.7136	12.686
NM_030685	Serp1	chr3:58325892-58361423	12.4418	26.7029
NM_177855	Med12l	chr3:58810899-59148178	0	0
NM_020007	Mbnl1	chr3:60305173-60433670	21.9499	45.7588
NM_001081295	Arhgef26	chr3:62142698-62266143	10.2873	5.19091
NM_177346	Gpr149	chr3:62333884-62409062	0	0
NM_008604	Mme	chr3:63099793-63186153	2.73013	62.6056
NM_001177732	Plch1	chr3:63500155-63654913	0.422952	0
NM_001177733	Plch1	chr3:63500155-63654913	2.42677	0
NM_183191	Plch1	chr3:63500155-63654913	5.00438	0
NM_001104619	Vmn2r6	chr3:64341482-64363740	0	0
NR_003962	Vmn2r-ps11	chr3:64436784-64648665	0	0
NM_001166659	Lekr1	chr3:65470149-65635084	0	0
NM_028357	Veph1	chr3:65858747-66100741	0	0
NM_138591	Gfm1	chr3:67234036-67278990	3.14034	3.05922
NM_177585	Iqcj	chr3:67696141-68430404	0	0
NR_036665	Schip1	chr3:67696141-68430404	0	0
NM_013928	Schip1	chr3:67696141-68430404	0	0
NM_133786	Smc4	chr3:68808893-68838545	20.36	27.3826
NM_001081137	Sis	chr3:72692481-72770788	6.71577	86.9789
NM_172515	Zbbx	chr3:74841828-74947645	0	0
NM_009250	Serpini1	chr3:75361454-75446445	0	0
NM_175193	Golim4	chr3:75680305-75760753	11.2888	11.1298
NM_178673	Fstl5	chr3:75878519-76513927	0	0
NM_001099624	Rapgef2	chr3:78866450-78949797	3.69561	3.39363
NM_001142953	LOC100233207	chr3:79149297-79371601	0	0
NM_001162999	Fnip2	chr3:79149297-79371601	1.79146	1.76614
NM_025794	Etfdh	chr3:79407709-79432689	10.4956	14.559
NM_019971	Pdgfc	chr3:80840337-81017953	0	1.95168
NM_021896	Gucy1a3	chr3:81896348-81949799	0	0
NM_001081230	Mtap9	chr3:82161993-82199190	0.203694	0.61382
NM_023624	Lrat	chr3:82696503-82707896	2.94057	9.84956
NR_036591	1700028M03Rik	chr3:83359288-83378040	0	0
NM_172681	D930015E06Rik	chr3:83702208-83844083	10.139	5.98264
NM_030706	Trim2	chr3:83965795-84024799	20.0248	8.74087
NM_001033301	Fhdc1	chr3:84247946-84284351	6.59522	4.12379
NM_001177773	Fbxw7	chr3:84619498-84783120	0.366679	0.244884
NM_001177774	Fbxw7	chr3:84619498-84783120	0	1.01039
NM_001077687	Lrba	chr3:86028611-86586616	0.0627446	0.0316148
NM_001077688	Lrba	chr3:86028611-86586616	0.693318	0.0198916
NM_030695	Lrba	chr3:86028611-86586616	14.9824	16.5921
NM_001195496	Dclk2	chr3:86590071-86724806	0.279631	0.078455
NM_001195497	Dclk2	chr3:86590071-86724806	0.459181	0.0618922
NM_001195498	Dclk2	chr3:86590071-86724806	0.204436	0.0680029
NM_001195499	Dclk2	chr3:86590071-86724806	0.246187	0.0792346
NM_027539	Dclk2	chr3:86590071-86724806	0.341264	0.0796389
NM_001195500	Dclk2	chr3:86590071-86724806	0.0015287	0
NM_001170985	Kirrel	chr3:86882513-86978669	0	0
NM_130867	Kirrel	chr3:86882513-86978669	0	0
NM_009690	Cd5l	chr3:87161802-87174996	0	0
NM_001113238	Fcrl5	chr3:87239703-87304600	0	0
NM_001003912	Arhgef11	chr3:87422672-87552545	20.3492	10.2499
NM_001032413	Pear1	chr3:87553018-87572875	0.135709	0.629405
NM_001032414	Pear1	chr3:87553018-87572875	0.176556	0.0453331
NM_028460	Pear1	chr3:87553018-87572875	0.106597	0.486512
NM_152799	Pear1	chr3:87553018-87572875	0.102451	0.806704
NM_033573	Prcc	chr3:87662824-87689484	49.293	12.2949
NM_133665	Mef2d	chr3:87946316-87973089	37.9309	35.4126
NM_025928	Pmf1	chr3:88198064-88214238	19.8646	5.78395
NM_001029890	Mex3a	chr3:88336316-88345316	8.90913	1.71712
NR_028359	5830417I10Rik	chr3:88580978-88636409	24.309	8.36263
NM_001164533	Dap3	chr3:88724724-88754204	0.0426268	0.0159224
NM_022994	Dap3	chr3:88724724-88754204	9.11423	3.9373
NM_138679	Ash1l	chr3:88769733-88883297	31.6174	24.2614
NM_080466	Kcnn3	chr3:89324085-89476416	0	0.248406
NM_001038587	Adar	chr3:89518943-89568554	5.98651	5.14779
NM_172530	She	chr3:89635291-89662768	0	0
NM_029937	Nup210l	chr3:89908053-90015939	0.758688	0
NM_030080	Creb3l4	chr3:90041421-90047434	6.20768	0
NM_023215	2500003M10Rik	chr3:90302879-90313365	8.39661	9.57375
NM_011470	Sprr2d	chr3:92143061-92144795	0	0
NM_001146107	Gm10696	chr3:93978333-93982115	0	0
NM_019414	Selenbp2	chr3:94497494-94508328	2.88998	2.10022
NM_017395	Rfx5	chr3:94758936-94765483	6.6514	7.33608
NM_008847	Pip5k1a	chr3:94863519-94910780	5.01781	2.20761
NM_019914	Mllt11	chr3:95022465-95032599	0	1.33319
NM_001163641	Setdb1	chr3:95119173-95161124	0.605602	6.14E-07
NM_001163642	Setdb1	chr3:95119173-95161124	0.142789	0.275912
NM_018877	Setdb1	chr3:95119173-95161124	19.3218	15.0106
NM_001037737	Arnt	chr3:95238311-95301161	15.7721	0.156175
NM_009709	Arnt	chr3:95238311-95301161	3.16987	20.1198
NM_001163617	Tars2	chr3:95543896-95558900	0.142868	0.0497673
NM_001163618	Tars2	chr3:95543896-95558900	0.599386	2.22126
NM_027931	Tars2	chr3:95543896-95558900	15.4576	6.42994
NM_001163619	Tars2	chr3:95543896-95558900	4.83753	3.02672
NM_001033302	Gm129	chr3:95682427-95686151	0	0
NM_013841	Vps45	chr3:95803754-95862378	2.3448	1.4145
NM_001025613	Otud7b	chr3:95908449-95965052	0.527449	0.470475
NM_001025614	Otud7b	chr3:95908449-95965052	3.06734	1.79668
NM_026539	Chd1l	chr3:97364670-97414113	7.36197	2.40084
NM_177145	Pde4dip	chr3:97493751-97692630	0	0
NM_010928	Notch2	chr3:97817460-97954290	12.3346	2.6672
NM_001111336	Hsd3b4	chr3:98303002-98314490	0	0
NM_008294	Hsd3b4	chr3:98303002-98314490	0	0
NM_008295	Hsd3b5	chr3:98422558-98449457	0	0
NM_027462	Wars2	chr3:98945012-99024126	8.60593	6.12645
NM_009323	Tbx15	chr3:99057682-99158183	0	0
NM_028892	Spag17	chr3:99689339-99966326	0	0
NM_010269	Gdap2	chr3:99966440-100010904	1.69469	8.27714
NM_010763	Man1a2	chr3:100366126-100489396	12.802	6.11637
NM_207205	Igsf3	chr3:101181047-101266983	2.3812	5.65006
NM_001165951	Vangl1	chr3:101960618-102008616	0.0637351	0.930441
NM_177545	Vangl1	chr3:101960618-102008616	4.45787	0.8026
NM_011516	Sycp1	chr3:102622421-102740023	0	0
NM_001033303	Ampd1	chr3:102877936-102903643	0	0
NM_001079830	Trim33	chr3:103083215-103162691	6.16063	12.1997
NM_053170	Trim33	chr3:103083215-103162691	9.02241	0.305139
NM_018800	Syt6	chr3:103379203-103439102	0	0
NM_010432	Hipk1	chr3:103543737-103595198	34.585	21.6046
NM_008979	Ptpn22	chr3:103664214-103716170	0	16.8957
NM_001159354	Magi3	chr3:103817187-104024329	9.94307	6.17971
NM_133853	Magi3	chr3:103817187-104024329	0.0774034	2.14
NM_007484	Rhoc	chr3:104591951-104597377	3.39178	90.0988
NM_153091	St7l	chr3:104667998-104729757	2.41855	0.863241
NM_001039347	Kcnd3	chr3:105255247-105476920	0	0
NM_019931	Kcnd3	chr3:105255247-105476920	0	0
NM_175398	6530418L21Rik	chr3:105507516-105523760	0	0
NM_001163356	6530418L21Rik	chr3:105507516-105523760	0	0
NM_001093754	Dennd2d	chr3:106284903-106303972	31.1209	4.2192
NM_028110	Dennd2d	chr3:106284903-106303972	35.9254	26.1029
NM_026774	Hbxip	chr3:107081775-107086999	4.02602	1.9629
NM_145542	Ahcyl1	chr3:107466037-107499466	19.7472	23.1782
NM_019972	Sort1	chr3:108087049-108164429	47.5153	15.2765
NM_001033304	5330417C22Rik	chr3:108260986-108339440	37.6219	5.82912
NM_181400	Wdr47	chr3:108394195-108448637	0	0
NM_001165965	Fndc7	chr3:108656595-108692926	0	0.667439
NM_177091	Fndc7	chr3:108656595-108692926	0	0.0748974
NM_001163567	Fam102b	chr3:108773914-108830525	0	1.69524
NM_020505	Vav3	chr3:109143600-109488612	0.00320423	0.000502128
NM_146139	Vav3	chr3:109143600-109488612	1.26402	1.06938
NM_001163348	Ntng1	chr3:109582967-109946390	0	0
NM_001163349	Ntng1	chr3:109582967-109946390	0	0
NM_001163350	Ntng1	chr3:109582967-109946390	0	0
NM_030699	Ntng1	chr3:109582967-109946390	0	0
NM_133488	Ntng1	chr3:109582967-109946390	0	0
NM_001163351	Ntng1	chr3:109582967-109946390	0	0
NM_007729	Col11a1	chr3:113733457-113923244	0	0
NM_153458	Olfm3	chr3:114607280-114828174	0	0
NM_153157	Olfm3	chr3:114607280-114828174	0	0
NM_027193	Dph5	chr3:115591100-115632241	0.914209	0
NM_001080818	Cdc14a	chr3:115975470-116126950	0.0117209	5.58208
NM_001173553	Cdc14a	chr3:115975470-116126950	5.08862	4.64518
NM_023245	Palmd	chr3:116621179-116671870	0	0
NM_177664	D3Bwg0562e	chr3:117022062-117063794	0	0
NM_029425	4833424O15Rik	chr3:117278378-117392424	0	0
NM_001190156	Snx7	chr3:117484414-117571854	0.0643784	0.0442276
NM_029655	Snx7	chr3:117484414-117571854	16.6216	19.4136
NM_008991	Abcd3	chr3:121461827-121518133	6.57145	17.6731
NM_007378	Abca4	chr3:121747377-121882979	0	0
NM_013867	Bcar3	chr3:122122697-122233100	5.06937	14.0785
NM_001114665	Fnbp1l	chr3:122241636-122322585	1.13804	0.030229
NM_153118	Fnbp1l	chr3:122241636-122322585	7.0681	9.43695
NM_153422	Pde5a	chr3:122432075-122562292	12.623	6.26921
NM_080451	Synpo2	chr3:122779436-122939067	0	0.350958
NM_201638	Mettl14	chr3:123071212-123088908	5.57108	5.51533
NM_008939	Prss12	chr3:123149830-123209520	1.62406	3.10974
NM_031186	Ndst3	chr3:123229083-123375310	0	0.523687
NM_027939	1700006A11Rik	chr3:124104072-124128946	0	0
NM_022565	Ndst4	chr3:125107008-125427904	0	0
NM_173451	Arsj	chr3:126066769-126143292	0	0
NM_001025438	Camk2d	chr3:126299890-126547972	0.0043665	8.12161
NM_001025439	Camk2d	chr3:126299890-126547972	0.00636785	0.0544677
NM_023813	Camk2d	chr3:126299890-126547972	11.902	11.5352
NM_197997	4930422G04Rik	chr3:127256406-127320941	1.6156	2.07042
NM_027808	Alpk1	chr3:127373227-127483445	3.94658	1.15312
NM_145964	Ap1ar	chr3:127510182-127540410	202.445	150.987
NM_130450	Elovl6	chr3:129235303-129341411	25.7794	34.9471
NM_025779	Ccdc109b	chr3:129617877-129673124	0	0
NM_207209	Sec24b	chr3:129686102-129763825	35.8791	22.2377
NM_001205102	Lrit3	chr3:129491208-129506948	0	0
NM_008212	Hadh	chr3:130936341-130974955	166.699	304.554
NM_173032	Tbck	chr3:132347107-132501470	0.0202668	0.0121112
NM_001163455	Tbck	chr3:132347107-132501470	8.13668	3.53989
NM_146141	Ppa2	chr3:132973079-133041033	9.46113	10.7837
NM_178877	Nhedc2	chr3:134970663-135005731	0	0
NM_026228	Slc39a8	chr3:135488454-135551536	0.223122	3.86495
NM_001135149	Slc39a8	chr3:135488454-135551536	1.137	1.26769
NM_001135150	Slc39a8	chr3:135488454-135551536	0.9075	0.0189848
NM_001033350	Bank1	chr3:135716327-135989010	0	13.9226
NM_008913	Ppp3ca	chr3:136333733-136598743	5.87253	3.70464
NM_011932	Dapp1	chr3:137593969-137644513	17.5553	30.3912
NM_008642	Mttp	chr3:137752818-137806352	20.1658	215.33
NM_001163457	Mttp	chr3:137752818-137806352	0.997603	0.00279448
NM_009626	Adh7	chr3:137880736-137895006	0	0
NM_175224	Metap1	chr3:138121923-138152346	20.6978	7.25125
NM_001040690	Rap1gds1	chr3:138588869-138738163	2.81754	0.0197208
NM_145544	Rap1gds1	chr3:138588869-138738163	1.52528	5.44239
NM_198659	B930007M17Rik	.	.	.
NM_009472	Unc5c	chr3:141128527-141497886	0	0
NM_001190852	Pdlim5	chr3:141902548-142058660	3.18533	4.8201
NM_001190854	Pdlim5	chr3:141902548-142058660	0.178334	1.51E-09
NM_001190855	Pdlim5	chr3:141902548-142058660	1.11872	3.78621
NM_001190856	Pdlim5	chr3:141902548-142058660	4.47E-07	1.44435
NM_019808	Pdlim5	chr3:141902548-142058660	0.0132339	0.437493
NM_178654	Pkn2	chr3:142453865-142544968	4.36685	7.98841
NM_011828	Hs2st1	chr3:144094070-144233180	6.57309	5.33469
NM_027770	Col24a1	chr3:144955435-145214969	0	0
NM_026993	Ddah1	chr3:145421655-145557241	2.31266	5.75296
NM_027617	Spata1	chr3:146113456-146162717	0	0
NM_019957	Dnase2b	chr3:146244336-146294447	0	0
NM_009474	Uox	chr3:146244336-146294447	0	0
NM_001164198	Prkacb	chr3:146392542-146475910	1.21846	0.160298
NM_001164199	Prkacb	chr3:146392542-146475910	2.30953	10.135
NM_001164200	Prkacb	chr3:146392542-146475910	0.107837	0.224056
NM_011100	Prkacb	chr3:146392542-146475910	0.080663	0.09957
NM_027594	Ttll7	chr3:146515330-146645714	0	0
NM_001081298	Lphn2	chr3:148478549-148617599	12.581	2.98205
NM_133222	Eltd1	chr3:151100845-151208045	0	0.38607
NM_016867	Gipc2	chr3:151756804-151828864	7.27814	32.5562
NM_199465	Nexn	chr3:151899947-151929284	0	0
NM_001081277	Ak5	chr3:152058973-152331104	0	0
NM_025662	Pigk	chr3:152377063-152451977	1.48204	1.52938
NM_178016	Pigk	chr3:152377063-152451977	0.205813	0.105789
NM_012028	St6galnac5	chr3:152483673-152645171	0	0
NM_001081263	Slc44a5	chr3:153636399-153934684	0	0
NM_009968	Cryz	chr3:154239483-154286146	0	3.70293
NM_175176	4922501L14Rik	chr3:154374096-154411976	0	0
NM_177066	Tnni3k	chr3:154449254-154718371	0	0
NM_028938	Lrriq3	chr3:154756397-154857242	0	0
NM_026989	Srsf11	chr3:157673456-157699603	2.20294	3.97311
NM_001093753	Srsf11	chr3:157673456-157699603	15.4868	5.60352
NM_001093752	Srsf11	chr3:157673456-157699603	3.18852	5.32625
NM_001081358	Lrrc7	chr3:157747402-158225185	0	0
NM_026582	Wls	chr3:159502658-159598139	6.01472	3.23343
NR_037590	Wls	chr3:159502658-159598139	0.689604	4.39666
NM_001163304	Pxmp3	chr3:5560187-5576239	0.184936	0.738742
NM_001163305	Pxmp3	chr3:5560187-5576239	0.909735	0.371907
NM_001163306	Pxmp3	chr3:5560187-5576239	0.277366	1.125
NM_008994	Pxmp3	chr3:5560187-5576239	0.467222	0.475746
NM_001163301	Pxmp3	chr3:5560187-5576239	0.593819	0.744813
NM_001163302	Pxmp3	chr3:5560187-5576239	0.643386	2.55052
NM_001163303	Pxmp3	.	.	.
NM_027048	1700008P02Rik	chr3:6615412-6620443	0	0
NM_008862	Pkia	chr3:7366603-7445365	0	0
NM_173181	Fam164a	chr3:7503425-7553848	0	0.463113
NR_033512	Gm6194	chr3:8461386-8463098	1.82722	1.82866
NM_010423	Hey1	chr3:8663358-8667038	0	0
NM_001025261	Tpd52	chr3:8929435-9004515	0.115429	0.045507
NM_001025262	Tpd52	chr3:8929435-9004515	8.56024	13.1014
NM_001025263	Tpd52	chr3:8929435-9004515	0.683658	0.190539
NM_001025264	Tpd52	chr3:8929435-9004515	1.63725	13.0659
NM_009412	Tpd52	chr3:8929435-9004515	6.84409	0.0882246
NM_177660	Zbtb10	chr3:9250566-9285332	0	0.661488
NR_015499	C030034L19Rik	chr3:9403077-9413903	0	0.564935
NM_010634	Fabp5	chr3:10012605-10016610	2.96272	0
NM_001030305	Pmp2	chr3:10179850-10183885	0	0
NM_011598	Fabp9	chr3:10193623-10197222	0	0
NM_024406	Fabp4	chr3:10204342-10208576	0	0
NM_029310	Fabp12	chr3:10244208-10301183	0	0
NM_018864	Impa1	chr3:10313539-10331439	6.61024	10.0315
NM_001010834	Slc10a5	chr3:10331733-10335656	3.01891	14.4979
NM_025512	Zfand1	chr3:10339955-10351301	1.67545	4.8046
NM_025519	Chmp4c	chr3:10366972-10391005	18.0314	31.4609
NM_001127191	Snx16	chr3:10417816-10440124	1.17752	1.54393
NM_029068	Snx16	chr3:10417816-10440124	0.27827	0.271257
NR_033591	Gm6300	chr3:14363209-14377566	0	0
NM_080852	Slc7a12	chr3:14480698-14505818	0	0
NM_007892	E2f5	chr3:14578670-14611256	10.2928	6.28407
NM_001099674	1810022K09Rik	chr3:14578670-14611256	5.00306	7.36948
NM_024495	Car13	chr3:14641726-14663002	13.434	26.2413
NM_001083957	Car1	chr3:14766213-14808365	0	0
NM_009799	Car1	chr3:14766213-14808365	0	0
NM_007606	Car3	chr3:14863537-14872373	0	0
NM_009801	Car2	chr3:14886425-14900770	3.04145	7.68117
NM_001076679	Gm9733	chr3:15296550-15332302	0	0
NM_001002898	Sirpb1a	chr3:15371826-15426427	0	1.50134
NM_001173460	Sirpb1b	chr3:15495753-15575065	0	0
NM_001145919	Ythdf3	chr3:16083182-16117038	1.52657	23.0842
NM_172677	Ythdf3	chr3:16083182-16117038	1.54641	0.865953
NR_027375	Ythdf3	chr3:16083182-16117038	7.19063	0.00292396
NR_029814	Mir124a-2	chr3:17689920-17700071	0	0
NM_029289	Cypt12	chr3:17848443-17848952	0	0
NM_028840	Armc1	chr3:19032143-19063065	2.16131	1.55535
NM_026182	Mtfr1	chr3:19088243-19120805	18.7324	7.68619
NM_001163536	Dnajc5b	chr3:19408594-19510862	0	0
NM_025489	Dnajc5b	chr3:19408594-19510862	0	0
NM_001163537	Dnajc5b	chr3:19408594-19510862	0	0
NM_001081281	Trim55	chr3:19544459-19591599	0	0
NM_205769	Crh	chr3:19593400-19595396	0	0
NR_027985	4632415L05Rik	chr3:19794870-19798984	4.05225	0.791889
NM_007752	Cp	chr3:19857053-19935310	0	0.727078
NM_001042611	Cp	chr3:19857053-19935310	0	0.00176195
NM_144959	Hltf	chr3:19957810-20018376	0.0439526	0.0516771
NM_009210	Hltf	chr3:19957810-20018376	1.62558	2.58287
NM_007753	Cpa3	chr3:20115514-20142080	0	22.3354
NM_029706	Cpb1	chr3:20149382-20174651	18.689	251.528
NM_175086	Agtr1b	chr3:20213394-20266099	0	0
NR_004439	Rprl2	chr3:22149862-22150561	0	0
NM_009425	Tnfsf10	chr3:27215998-27238587	15.0225	15.0143
NM_177330	Ghsr	chr3:27270272-27276932	0	0
NR_037275	Mir3092	chr3:27315083-27609361	0	0
NM_031197	Slc2a2	chr3:28596824-28627282	0.599264	39.0367
NM_177586	Eif5a2	chr3:28680232-28697768	0	0
NM_001033479	Gm1527	chr3:28791538-28825646	0	0
NR_030422	Mir551b	chr3:28981498-29589978	0	0
NM_029690	Arpm1	chr3:30495994-30498792	0	0
NM_030557	Mynn	chr3:30501008-30517416	3.06312	7.81541
NM_026668	Lrriq4	chr3:30523188-30571353	0	0
NM_029489	Samd7	chr3:30645214-30666096	0	0
NR_028060	Samd7	chr3:30645214-30666096	0	0
NM_027016	Sec62	chr3:30691797-30720185	3.46727	11.3673
NM_001134385	Gpr160	chr3:30754871-30796114	0.0917765	0.86784
NM_001134386	Gpr160	chr3:30754871-30796114	0.00803801	0.112445
NM_027965	Gpr160	chr3:30754871-30796114	1.74862	0.113355
NM_001039090	Skil	chr3:30993982-31021499	1.54539	0.73739
NM_011386	Skil	chr3:30993982-31021499	2.23644	10.7277
NM_008770	Cldn11	chr3:31048841-31063248	0	0
NR_027966	4930429B21Rik	chr3:32233715-32266360	0	0
NM_008839	Pik3ca	chr3:32335072-32367408	4.22097	4.09238
NM_001161818	Zfp639	chr3:32409471-32419755	2.23247	1.56893
NM_144519	Zfp639	chr3:32409471-32419755	0.246566	0.184972
NM_024200	Mfn1	chr3:32428403-32478147	4.43191	2.07016
NM_019673	Actl6a	chr3:32607467-32625893	12.1426	2.32515
NM_029017	Mrpl47	chr3:32626418-32635677	4.54231	2.84685
NM_001163517	Pex5l	chr3:32848552-33042004	0	0.665164
NM_025978	Ttc14	chr3:33699116-33743232	1.78507	0.928178
NM_027619	Ttc14	chr3:33699116-33743232	0.0176854	2.00637
NM_026222	Ccdc39	chr3:33699116-33743232	0	0.00316599
NM_001026211	Dnajc19	chr3:33919000-33980248	1.36949	3.82202
NM_026332	Dnajc19	chr3:33919000-33980248	0	2.2831
NR_035433	Mir1897	chr3:34459302-34576915	0	0
NM_011443	Sox2	chr3:34459302-34576915	0	0
NM_029570	Atp11b	chr3:35653059-35755198	10.9649	30.9701
NM_033623	Dcun1d1	chr3:35791902-35828996	4.33119	10.5269
NM_023644	Mccc1	chr3:35858230-35952469	1.46025	0.665974
NR_029456	A330050B17Rik	chr3:35858230-35952469	0	0
NM_172678	Acad9	chr3:35964921-35991779	1.12263	2.11
NM_001101478	D3Ertd254e	chr3:36050001-36069263	1.50947	1.23923
NM_198192	Qrfpr	chr3:36078347-36121197	0	0
NM_009673	Anxa5	chr3:36347845-36374809	2.25983	17.0315
NM_019393	Exosc9	chr3:36451527-36470918	3.81776	8.01639
NM_009828	Ccna2	chr3:36451527-36470918	55.0716	23.6978
NM_027810	Bbs7	chr3:36472064-36512311	0.839603	0
NM_009350	Adad1	chr3:36962577-37010434	0	0
